Timestamp,1. Which university do you study at?,2. What is your academic level?,3. What is your faculty? ,4. How familiar are you with Artificial Intelligence (AI) tools used in education? ,5. Which AI-powered tools have you used for academic purposes? ,6. How often do you use AI tools for educational purposes? ,7. For which academic activities do you use AI tools? (Select all that apply),8. Do you think AI tools improve your learning experiences? ,9. How do AI tools impact your academic performances? ,10. Do you believe AI tools help in understanding complex academic concepts? ,11. Do you think AI makes students overly dependent on technology? ,12. How do your teacher or instructors perceive AI-assisted learning? ,13. What challenges have you faced while using AI tools in education?  (Select all that apply) ,14. Do you trust the information provided by AI tools?,15. Do you feel AI-generated content lacks originality and creativity? ,16. Have you ever been discouraged from using AI tools due to ethical concerns? ,17. Do you believe AI should be integrated into the university curriculum? ,18. What improvements would you like to see in AI tools for education? (Select all that apply),"19. What support system (e.g., workshops,funding, infrastructure) are needed for effective AI adoption in your institution?",20. What is your overall opinion on the impact of AI tools in higher education? 
3/20/2025 15:29:16,RU,Undergraduate (4th Year),Science,Very familiar,Chatgpt,Frequently (a few times a week),Studying and exam preparation,Strongly agree,Highly positive,Agree,Agree,Not sure,"Ethical concern (e.g., plagiarism, dependency)",Most of the time,Agree,Yes,"Yes, as an elective course",More accuracy in responses,Workshop,It has a posituve effect
3/24/2025 3:16:26,RU,Graduate (Master’s),Humanities and Social Science,Very familiar,Chatgpt,Occasionally (a few times a month),"Research assistance, Studying and exam preparation, Creating presentations and reports",Agree,Highly positive,Strongly agree,Agree,Discouraging and restrictive,"Ethical concern (e.g., plagiarism, dependency), Inaccurate or misleading information",Most of the time,Neutral,Yes,"Yes, as an elective course","More accuracy in responses, Stronger plagiarism detection",Workshops can be arranged.,Positive. It has made learning easier.
4/3/2025 8:16:44,RUET,Undergraduate (3rd Year),Engineering and Technology,Very familiar,Chatgpt,Frequently (a few times a week),Studying and exam preparation,Agree,Somewhat positive,Neutral,Agree,Neutral,"Limited access, Lack of knowledge about AI tools, Inaccurate or misleading information",Sometimes,Neutral,No,"No, it should not be part of the curriculum","More accuracy in responses, Better understanding of context and intent, Improved ethical guidelines for usage",,It is highly needed in higher studies…
4/5/2025 15:45:04,RU,Undergraduate (4th Year),Business Studies,Very familiar,"Chatgpt, Gemini, Gammerly",Occasionally (a few times a month),"Studying and exam preparation, Creating presentations and reports",Strongly agree,Somewhat positive,Agree,Agree,Encouraging and supportive,"Limited access, Lack of knowledge about AI tools, Ethical concern (e.g., plagiarism, dependency), Inaccurate or misleading information",Most of the time,Neutral,Yes,"Yes, as a core subject","More accuracy in responses, Better understanding of context and intent, Stronger plagiarism detection","Workshopss,infrastructure ",Positive 
4/8/2025 9:51:24,PUST,Undergraduate (4th Year),Humanities and Social Science,Extremely familiar,"Chatgpt, Gemini, Gammerly, Quillbot",Daily,"Research assistance, Studying and exam preparation, Creating presentations and reports",Strongly agree,Highly positive,Strongly agree,Strongly agree,Encouraging and supportive,"Limited access, Lack of knowledge about AI tools",Most of the time,Agree,No,"Yes, as a core subject","More accuracy in responses, Better understanding of context and intent, Stronger plagiarism detection",,
4/8/2025 10:20:13,RU,Graduate (Master’s),Fine Arts,Slightly familiar,Gemini,Occasionally (a few times a month),Research assistance,Agree,Somewhat positive,Agree,Agree,Neutral,Lack of knowledge about AI tools,Most of the time,Neutral,Yes,"Yes, as an elective course",More accuracy in responses,Proper guidance ,Positive
4/8/2025 10:31:39,RUET,Undergraduate (4th Year),Engineering and Technology,Very familiar,"Chatgpt, Gemini, Gammerly, Turnitin, Quillbot",Daily,"Research assistance, Writing and grammar correction, Programing and coding help, Studying and exam preparation, Creating presentations and reports",Strongly agree,Highly positive,Strongly agree,Neutral,Encouraging and supportive,"Limited access, Lack of knowledge about AI tools, Ethical concern (e.g., plagiarism, dependency), Inaccurate or misleading information",Most of the time,Neutral,No,"Yes, as an elective course","More accuracy in responses, Better understanding of context and intent, Stronger plagiarism detection, Improved ethical guidelines for usage","Training, workshop ",AI tools significantly help the students for higher education. 
4/8/2025 10:38:25,PUST,Undergraduate (4th Year),Humanities and Social Science,Extremely familiar,"Chatgpt, Gemini, Gammerly, Quillbot",Frequently (a few times a week),"Research assistance, Studying and exam preparation",Strongly agree,Highly positive,Strongly agree,Strongly agree,Encouraging and supportive,"Limited access, Lack of knowledge about AI tools, Ethical concern (e.g., plagiarism, dependency)",Always,Strongly disagree,No,"Yes, as a core subject","More accuracy in responses, Better understanding of context and intent, Stronger plagiarism detection",,
4/8/2025 10:39:41,PUST,Undergraduate (4th Year),Humanities and Social Science,Extremely familiar,"Chatgpt, Gemini, Gammerly, Quillbot",Frequently (a few times a week),"Research assistance, Creating presentations and reports",Strongly agree,Highly positive,Strongly agree,Strongly agree,Encouraging and supportive,"Limited access, Lack of knowledge about AI tools, Ethical concern (e.g., plagiarism, dependency), Inaccurate or misleading information",Always,Neutral,No,"Yes, as a core subject","More accuracy in responses, Better understanding of context and intent, Stronger plagiarism detection",,
4/8/2025 10:47:12,RUET,Undergraduate (3rd Year),Engineering and Technology,Very familiar,"Chatgpt, Gemini, Gammerly, Quillbot, AI-powered search engines (e.g., perplexity AI)",Frequently (a few times a week),"Research assistance, Writing and grammar correction, Programing and coding help, Studying and exam preparation, Creating presentations and reports",Strongly agree,Highly positive,Agree,Strongly agree,Neutral,"Limited access, Lack of knowledge about AI tools, Inaccurate or misleading information",Most of the time,Neutral,No,"Yes, as an elective course","More accuracy in responses, Better understanding of context and intent","Workshops,funding ",Ai should be used in higher education 
4/8/2025 10:49:29,RUET,Undergraduate (4th Year),Engineering and Technology,Very familiar,"Chatgpt, Gemini, Quillbot",Frequently (a few times a week),"Writing and grammar correction, Programing and coding help, Studying and exam preparation",Strongly agree,Highly positive,Strongly agree,Agree,Neutral,"Lack of knowledge about AI tools, Inaccurate or misleading information",Most of the time,Agree,Yes,"Yes, as an elective course","More accuracy in responses, Better understanding of context and intent",Workshops,Ai is great
4/8/2025 10:50:11,PUST,Undergraduate (4th Year),Humanities and Social Science,Very familiar,Chatgpt,Daily,Studying and exam preparation,Agree,Somewhat positive,Agree,Agree,Neutral,Limited access,Sometimes,Agree,No,"Yes, as an elective course",More accuracy in responses,Accessibility of network technology and improve learning process ,The impact of AI tools in higher education is important becease the AI tools helps in giving a lot of information about the higher education level and using AI tools we can know easily academic informations.
4/8/2025 10:55:05,RUET,Undergraduate (2nd Year),Engineering and Technology,Very familiar,"Chatgpt, Gemini",Frequently (a few times a week),"Programing and coding help, Studying and exam preparation",Agree,Highly positive,Neutral,Strongly agree,Neutral,"Lack of knowledge about AI tools, Inaccurate or misleading information",Most of the time,Neutral,Yes,"No, it should not be part of the curriculum","More accuracy in responses, Better understanding of context and intent",Funding ,Ai should be highly integrated in education 
4/8/2025 11:02:14,PUST,Undergraduate (4th Year),Humanities and Social Science,Very familiar,"Chatgpt, Gemini, Gammerly, Quillbot",Frequently (a few times a week),"Research assistance, Writing and grammar correction, Studying and exam preparation, Creating presentations and reports",Agree,Somewhat positive,Agree,Agree,Encouraging and supportive,"Lack of knowledge about AI tools, Ethical concern (e.g., plagiarism, dependency)",Most of the time,Agree,Yes,"No, it should not be part of the curriculum","More accuracy in responses, Better understanding of context and intent, Stronger plagiarism detection, Improved ethical guidelines for usage",More workshop,Mixed positive and negative..
4/8/2025 11:06:17,PUST,Graduate (Master’s),Humanities and Social Science,Not familiar at all,Chatgpt,Frequently (a few times a week),"Research assistance, Writing and grammar correction, Studying and exam preparation, Creating presentations and reports",Strongly agree,Neutral,Agree,Strongly agree,Neutral,"Lack of knowledge about AI tools, Inaccurate or misleading information",Always,Agree,Yes,"Yes, as a core subject",More accuracy in responses,Yes,Good
4/8/2025 11:13:07,PUST,Undergraduate (4th Year),Humanities and Social Science,Very familiar,Chatgpt,Frequently (a few times a week),,Agree,Somewhat positive,Agree,Agree,Encouraging and supportive,Limited access,Most of the time,Agree,No,"Yes, as an elective course",More accuracy in responses,Workshop,Good 
4/8/2025 11:14:41,PUST,Undergraduate (4th Year),Humanities and Social Science,Extremely familiar,"Chatgpt, Gemini, Gammerly, Quillbot",Daily,"Research assistance, Studying and exam preparation",Strongly agree,Highly positive,Strongly agree,Agree,Neutral,"Ethical concern (e.g., plagiarism, dependency), Inaccurate or misleading information",Most of the time,Agree,Yes,"Yes, as a core subject",Better understanding of context and intent,Funding ,Have to included in the syllabus 
4/8/2025 11:38:44,PUST,Undergraduate (4th Year),Humanities and Social Science,Slightly familiar,,Daily,Studying and exam preparation,Strongly agree,Highly positive,Strongly agree,Strongly agree,Discouraging and restrictive,"Ethical concern (e.g., plagiarism, dependency)",Most of the time,Strongly disagree,Yes,"No, it should not be part of the curriculum",Better understanding of context and intent,Multimedia classroom ,Too much effective 
4/8/2025 12:05:14,PUST,Undergraduate (4th Year),Humanities and Social Science,Slightly familiar,"Chatgpt, AI-powered search engines (e.g., perplexity AI)",Frequently (a few times a week),"Research assistance, Writing and grammar correction, Studying and exam preparation",Agree,Somewhat positive,Agree,Agree,Neutral,"Lack of knowledge about AI tools, Inaccurate or misleading information",Most of the time,Neutral,No,"Yes, as a core subject","More accuracy in responses, Better understanding of context and intent, Stronger plagiarism detection, Improved ethical guidelines for usage","Effective AI adoption requires regular workshops to build skills, along with funding for research and access to high-performance computing infrastructure. Clear policies and cross-disciplinary collaboration further support sustainable integration.","AI tools in higher education enhance learning through personalized experiences and streamline administrative tasks. However, they also require careful implementation to address ethical concerns and ensure equitable access."
4/8/2025 13:03:21,PUST,Undergraduate (3rd Year),Engineering and Technology,Very familiar,"Chatgpt, Gammerly",Daily,"Writing and grammar correction, Studying and exam preparation",Strongly agree,Highly positive,Strongly agree,Agree,Neutral,Limited access,Most of the time,Agree,No,"Yes, as an elective course",Stronger plagiarism detection,Workshop,NA
4/8/2025 14:06:02,RU,Undergraduate (4th Year),Humanities and Social Science,Very familiar,"Chatgpt, Gemini, Gammerly, Quillbot, ",Frequently (a few times a week),"Research assistance, Writing and grammar correction, Programing and coding help, Studying and exam preparation, Creating presentations and reports, ",Agree,Somewhat positive,Agree,Agree,Encouraging and supportive,"Limited access, Lack of knowledge about AI tools, Ethical concern (e.g., plagiarism, dependency), Inaccurate or misleading information, ",Most of the time,Agree,No,"Yes, as an elective course","More accuracy in responses, Better understanding of context and intent, Stronger plagiarism detection, Improved ethical guidelines for usage, ",workshop ,its dependent system ruin our education purpose to learn 
4/8/2025 14:27:34,PUST,Undergraduate (4th Year),Humanities and Social Science,Very familiar,"Chatgpt, Gemini, Quillbot",Occasionally (a few times a month),"Research assistance, Studying and exam preparation, Creating presentations and reports",Agree,Somewhat positive,Agree,Agree,Encouraging and supportive,"Limited access, Lack of knowledge about AI tools, Ethical concern (e.g., plagiarism, dependency), Inaccurate or misleading information",Most of the time,Strongly agree,No,"Yes, as an elective course","More accuracy in responses, Better understanding of context and intent, Stronger plagiarism detection, Improved ethical guidelines for usage",Workshop,AI reduce time and cost significantly 
4/8/2025 14:44:27,RU,Undergraduate (3rd Year),Humanities and Social Science,Slightly familiar,"Chatgpt, Gemini",Occasionally (a few times a month),"Research assistance, Studying and exam preparation, Creating presentations and reports",Strongly agree,Somewhat positive,Agree,Agree,Neutral,"Limited access, Lack of knowledge about AI tools",Most of the time,Agree,No,"Yes, as an elective course","More accuracy in responses, Better understanding of context and intent, Improved ethical guidelines for usage",Workshops ,By the time It will be a very effective way to learn new things. 
4/8/2025 14:47:02,RU,Graduate (Master’s),Business Studies,Very familiar,"Chatgpt, Gemini",Occasionally (a few times a month),Studying and exam preparation,Agree,Somewhat positive,Neutral,Strongly agree,Neutral,"Ethical concern (e.g., plagiarism, dependency)",Sometimes,Disagree,No,"Yes, as an elective course",More accuracy in responses,Workshop ,This is quite informative and helpful
4/8/2025 14:47:16,PUST,Undergraduate (4th Year),Humanities and Social Science,Very familiar,"Chatgpt, Gammerly",Occasionally (a few times a month),"Research assistance, Writing and grammar correction, Studying and exam preparation, Creating presentations and reports",Disagree,Neutral,Neutral,Agree,Discouraging and restrictive,"Limited access, Ethical concern (e.g., plagiarism, dependency)",Sometimes,Strongly agree,Yes,"No, it should not be part of the curriculum",Stronger plagiarism detection,I donno,I am getting too dependent on AI to call them my own contents
4/8/2025 14:56:55,RU,Undergraduate (3rd Year),Humanities and Social Science,Slightly familiar,Chatgpt,Rarely (Once a month or less),Studying and exam preparation,Agree,Neutral,Neutral,Agree,Encouraging and supportive,"Limited access, Lack of knowledge about AI tools",Sometimes,Neutral,Yes,"Yes, as an elective course","More accuracy in responses, Better understanding of context and intent, Stronger plagiarism detection",,
4/8/2025 15:07:01,RU,Undergraduate (4th Year),Science,Slightly familiar,Chatgpt,Frequently (a few times a week),"Studying and exam preparation, Creating presentations and reports",Agree,Somewhat positive,Agree,Agree,Encouraging and supportive,Limited access,Always,Agree,No,"No, it should not be part of the curriculum",Better understanding of context and intent,,It's better for our education level or anything that we teach. It is good for easily well understanding..
4/8/2025 15:07:35,RU,Undergraduate (3rd Year),Business Studies,Somewhat familiar,Chatgpt,Occasionally (a few times a month),Research assistance,Agree,Somewhat positive,Agree,Agree,Neutral,Limited access,Sometimes,Agree,No,"Yes, as an elective course",More accuracy in responses,Funding ,Ai tools are needed for better studies 
4/8/2025 15:10:50,RU,Graduate (Master’s),Business Studies,Somewhat familiar,"Chatgpt, Gemini, Gammerly",Frequently (a few times a week),"Research assistance, Writing and grammar correction, Studying and exam preparation",Agree,Somewhat positive,Neutral,Agree,Neutral,"Ethical concern (e.g., plagiarism, dependency)",Most of the time,Neutral,No,"Yes, as an elective course","More accuracy in responses, Better understanding of context and intent, Improved ethical guidelines for usage",,
4/8/2025 15:13:31,RU,Graduate (Master’s),Science,Somewhat familiar,"Chatgpt, Gemini, Turnitin",Occasionally (a few times a month),"Research assistance, Programing and coding help, Creating presentations and reports",Agree,Highly positive,Strongly agree,Agree,Encouraging and supportive,Lack of knowledge about AI tools,Sometimes,Disagree,,,Better understanding of context and intent,Don’t know ,Positive 
4/8/2025 15:20:25,RU,Graduate (Master’s),Engineering and Technology,Extremely familiar,"Chatgpt, Gemini, Gammerly, Quillbot, AI-powered search engines (e.g., perplexity AI)",Daily,"Research assistance, Writing and grammar correction, Programing and coding help, Studying and exam preparation, Creating presentations and reports",Agree,Somewhat positive,Agree,Neutral,Encouraging and supportive,Limited access,Most of the time,Disagree,No,"Yes, as an elective course",More accuracy in responses,"Effective AI adoption needs training, funding, robust infrastructure, clear policies, and strong industry-academic collaboration.","AI tools can really improve how we teach, learn, and manage things in higher education—but we need to use them wisely and fairly."
4/8/2025 15:21:01,RU,Graduate (Master’s),Business Studies,Extremely familiar,"Chatgpt, Gemini, Gammerly",Frequently (a few times a week),"Writing and grammar correction, Studying and exam preparation, Creating presentations and reports",Strongly agree,Highly positive,Agree,Agree,Neutral,Limited access,Most of the time,Agree,No,"Yes, as an elective course","More accuracy in responses, Better understanding of context and intent",,
4/8/2025 15:25:52,RU,Graduate (Master’s),English ,Very familiar,"Chatgpt, Gemini, Gammerly, AI-powered search engines (e.g., perplexity AI)",Frequently (a few times a week),"Research assistance, Writing and grammar correction, Studying and exam preparation, Creating presentations and reports",Agree,Somewhat positive,Agree,Agree,Encouraging and supportive,"Limited access, Lack of knowledge about AI tools, Inaccurate or misleading information",Most of the time,Agree,No,"No, it should not be part of the curriculum","More accuracy in responses, Better understanding of context and intent, Stronger plagiarism detection, Improved ethical guidelines for usage",Workshop,Needed for more information 
4/8/2025 15:28:04,RU,Undergraduate (3rd Year),Business Studies,Slightly familiar,"Chatgpt, Gemini, Gammerly, Quillbot",Occasionally (a few times a month),"Research assistance, Writing and grammar correction, Programing and coding help, Studying and exam preparation, Creating presentations and reports",Agree,Somewhat positive,Agree,Agree,Encouraging and supportive,"Limited access, Lack of knowledge about AI tools, Ethical concern (e.g., plagiarism, dependency), Inaccurate or misleading information",Sometimes,Agree,No,"No, it should not be part of the curriculum","More accuracy in responses, Better understanding of context and intent, Stronger plagiarism detection, Improved ethical guidelines for usage",Infrastructure ,Very useful
4/8/2025 15:30:05,RU,Undergraduate (2nd Year),Science,Slightly familiar,"Chatgpt, Gemini, Gammerly, Quillbot",Frequently (a few times a week),"Research assistance, Writing and grammar correction, Programing and coding help, Studying and exam preparation, Creating presentations and reports",Agree,Somewhat positive,Agree,Agree,Encouraging and supportive,"Ethical concern (e.g., plagiarism, dependency), Inaccurate or misleading information",Most of the time,Agree,No,"No, it should not be part of the curriculum","More accuracy in responses, Better understanding of context and intent, Stronger plagiarism detection, Improved ethical guidelines for usage",Workshop,Important in life
4/8/2025 15:32:52,RU,Undergraduate (3rd Year),Humanities and Social Science,Slightly familiar,"Chatgpt, Gemini, Gammerly, Turnitin, Quillbot",Frequently (a few times a week),"Programing and coding help, Studying and exam preparation, Creating presentations and reports",Agree,Somewhat positive,Agree,Agree,Encouraging and supportive,"Limited access, Lack of knowledge about AI tools, Ethical concern (e.g., plagiarism, dependency), Inaccurate or misleading information",Sometimes,Agree,No,"No, it should not be part of the curriculum","More accuracy in responses, Better understanding of context and intent, Stronger plagiarism detection, Improved ethical guidelines for usage",Funding,AI tools help in academic purposer
4/8/2025 16:06:55,RU,Postgraduate (PhD),Folklore,Very familiar,"Chatgpt, Gemini, AI-powered search engines (e.g., perplexity AI)",Frequently (a few times a week),"Research assistance, Writing and grammar correction, Studying and exam preparation",Strongly agree,Highly positive,Agree,Agree,Not sure,Limited access,Most of the time,Neutral,No,"Yes, as a core subject",Better understanding of context and intent,Workshops,Must needed 
4/8/2025 16:33:50,RU,Undergraduate (2nd Year),Business Studies,Extremely familiar,"Chatgpt, Gammerly, Quillbot",Frequently (a few times a week),"Research assistance, Writing and grammar correction, Studying and exam preparation, Creating presentations and reports",Neutral,Highly positive,Strongly agree,Agree,Encouraging and supportive,"Lack of knowledge about AI tools, Ethical concern (e.g., plagiarism, dependency)",Most of the time,Disagree,No,"Yes, as an elective course","More accuracy in responses, Better understanding of context and intent",Workshop,
4/8/2025 17:22:15,RU,Undergraduate (3rd Year),Science,Somewhat familiar,Chatgpt,Rarely (Once a month or less),Studying and exam preparation,Agree,Highly positive,Strongly agree,Agree,Discouraging and restrictive,Limited access,Sometimes,Disagree,Yes,"Yes, as an elective course",Better understanding of context and intent,Funding,Effective 
4/8/2025 17:24:22,RU,Undergraduate (2nd Year),Engineering and Technology,Slightly familiar,Gemini,Rarely (Once a month or less),Programing and coding help,Neutral,Highly positive,Strongly agree,Agree,Neutral,Limited access,Always,Neutral,Yes,"Yes, as an elective course",Stronger plagiarism detection,Workshops,Essential 
4/8/2025 17:31:36,RUET,Undergraduate (4th Year),Engineering and Technology,Very familiar,"Chatgpt, Gemini, Gammerly, Turnitin, Quillbot",Frequently (a few times a week),"Research assistance, Writing and grammar correction, Programing and coding help, Studying and exam preparation, Creating presentations and reports",Strongly agree,Highly positive,Strongly agree,Agree,Neutral,"Limited access, Lack of knowledge about AI tools, Ethical concern (e.g., plagiarism, dependency), Inaccurate or misleading information",Sometimes,Neutral,No,"Yes, as a core subject","More accuracy in responses, Better understanding of context and intent, Stronger plagiarism detection, Improved ethical guidelines for usage, It should be free for students ","Workshop, funding, infrastructure development and training ",It should be improved ethical guidelines for usage 
4/8/2025 17:46:02,RUET,Undergraduate (4th Year),Engineering and Technology,Somewhat familiar,"Chatgpt, Gemini, Gammerly, Quillbot",Frequently (a few times a week),"Research assistance, Programing and coding help, Studying and exam preparation, Creating presentations and reports",Agree,Somewhat positive,Agree,Agree,Encouraging and supportive,"Limited access, Ethical concern (e.g., plagiarism, dependency), Inaccurate or misleading information",Most of the time,Neutral,No,"Yes, as an elective course","More accuracy in responses, Better understanding of context and intent, Stronger plagiarism detection, Improved ethical guidelines for usage",Workshops,I encourage all students to use AI tools in higher education.
4/8/2025 17:54:24,RUET,Undergraduate (4th Year),Engineering and Technology,Very familiar,"Chatgpt, Gemini, Gammerly, Turnitin, Quillbot, AI-powered search engines (e.g., perplexity AI)",Daily,"Research assistance, Writing and grammar correction, Programing and coding help, Studying and exam preparation, Creating presentations and reports",Strongly agree,Highly positive,Strongly agree,Agree,Encouraging and supportive,"Limited access, Lack of knowledge about AI tools, Ethical concern (e.g., plagiarism, dependency), Inaccurate or misleading information",Most of the time,Neutral,No,"Yes, as a core subject","More accuracy in responses, Better understanding of context and intent, Stronger plagiarism detection, Improved ethical guidelines for usage","Workshops, funding, infrastructure ",AI premium package should be free for students 
4/8/2025 18:12:49,RUET,Undergraduate (4th Year),Engineering and Technology,Slightly familiar,"Chatgpt, Gemini, Quillbot",Frequently (a few times a week),"Research assistance, Studying and exam preparation, Creating presentations and reports",Agree,Neutral,Neutral,Neutral,Neutral,"Limited access, Ethical concern (e.g., plagiarism, dependency), Inaccurate or misleading information",Sometimes,Neutral,No,Not sure,"More accuracy in responses, Better understanding of context and intent, Stronger plagiarism detection, Improved ethical guidelines for usage","Workshops,  infrastructure development ",It should provide information with an actual source and reference. 
4/8/2025 18:25:54,PUST,Undergraduate (4th Year),Humanities and Social Science,Slightly familiar,Chatgpt,Daily,Studying and exam preparation,Agree,Highly positive,Agree,Agree,Encouraging and supportive,Lack of knowledge about AI tools,Most of the time,Agree,No,"Yes, as a core subject",Stronger plagiarism detection,infrastructure ,Very effective 
4/8/2025 18:34:59,RUET,Undergraduate (4th Year),Engineering and Technology,Somewhat familiar,"Chatgpt, Gemini, Gammerly, Quillbot",Frequently (a few times a week),"Research assistance, Writing and grammar correction, Studying and exam preparation, Creating presentations and reports",Agree,Somewhat positive,Agree,Agree,Neutral,"Limited access, Lack of knowledge about AI tools, Ethical concern (e.g., plagiarism, dependency), Inaccurate or misleading information",Most of the time,Agree,No,"Yes, as an elective course","More accuracy in responses, Better understanding of context and intent, Stronger plagiarism detection, Improved ethical guidelines for usage",Workshops ,All of the students should positively use AI tools in higher education 
4/8/2025 18:36:48,RU,Undergraduate (4th Year),Humanities and Social Science,Slightly familiar,"Chatgpt, Gemini, Gammerly",Frequently (a few times a week),"Research assistance, Writing and grammar correction, Programing and coding help, Studying and exam preparation, Creating presentations and reports",Agree,Somewhat positive,Agree,Agree,Encouraging and supportive,"Limited access, Lack of knowledge about AI tools, Ethical concern (e.g., plagiarism, dependency), Inaccurate or misleading information",Most of the time,Disagree,No,Not sure,"More accuracy in responses, Better understanding of context and intent, Stronger plagiarism detection, Improved ethical guidelines for usage",Workshop,Informative
4/8/2025 18:38:09,RU,Undergraduate (3rd Year),Business Studies,Very familiar,"Chatgpt, Gemini, Gammerly, AI-powered search engines (e.g., perplexity AI)",Frequently (a few times a week),"Research assistance, Writing and grammar correction, Programing and coding help, Studying and exam preparation, Creating presentations and reports",Agree,Somewhat positive,Agree,Agree,Encouraging and supportive,"Limited access, Lack of knowledge about AI tools, Ethical concern (e.g., plagiarism, dependency), Inaccurate or misleading information",Most of the time,Disagree,No,Not sure,"More accuracy in responses, Better understanding of context and intent, Stronger plagiarism detection, Improved ethical guidelines for usage",Funding,Useful
4/8/2025 18:38:49,PUST,Undergraduate (4th Year),Humanities and Social Science,Slightly familiar,Chatgpt,Frequently (a few times a week),Studying and exam preparation,Agree,Somewhat positive,Agree,Agree,Encouraging and supportive,Lack of knowledge about AI tools,Most of the time,Neutral,No,"No, it should not be part of the curriculum",Better understanding of context and intent,No,Good
4/8/2025 18:48:53,PUST,Graduate (Master’s),Humanities and Social Science,Very familiar,"Chatgpt, Gemini, Gammerly, Quillbot",Daily,"Research assistance, Writing and grammar correction, Studying and exam preparation, Creating presentations and reports",Strongly agree,Highly positive,Neutral,Agree,Encouraging and supportive,"Ethical concern (e.g., plagiarism, dependency)",Most of the time,Neutral,No,"Yes, as a core subject","More accuracy in responses, Stronger plagiarism detection","For effective AI adoption, the institution needs:  1. Workshops & Training – Regular sessions to build AI skills.   2. Funding – Support for research, projects, and student initiatives.   3. Infrastructure – Access to high-performance computing, cloud platforms, and reliable internet.","AI tools in higher education offer personalized learning, automate administrative tasks, and provide data-driven insights to improve teaching. They enhance efficiency, support research, and give students access to resources, creating a more engaging and efficient learning environment. However, they also present challenges, such as the need for proper implementation and addressing ethical concerns."
4/8/2025 19:02:45,PUST,Graduate (Master’s),Humanities and Social Science,Slightly familiar,Chatgpt,Occasionally (a few times a month),Studying and exam preparation,Disagree,Highly positive,Strongly agree,Strongly agree,Encouraging and supportive,Lack of knowledge about AI tools,Most of the time,Strongly agree,Yes,"Yes, as a core subject",Stronger plagiarism detection,Workshops,
4/8/2025 19:09:57,RU,Undergraduate (4th Year),Humanities and Social Science,Not familiar at all,Gammerly,Rarely (Once a month or less),"Writing and grammar correction, Programing and coding help, Studying and exam preparation",Agree,Somewhat positive,Neutral,Neutral,Encouraging and supportive,Lack of knowledge about AI tools,Rarely,Strongly agree,Yes,"No, it should not be part of the curriculum",Stronger plagiarism detection,Infrastructure ,Essential 
4/8/2025 19:11:02,RU,Undergraduate (2nd Year),Engineering and Technology,Very familiar,Gammerly,Rarely (Once a month or less),Programing and coding help,Neutral,Highly negative,Neutral,Neutral,Discouraging and restrictive,Lack of knowledge about AI tools,Always,Strongly disagree,Yes,"No, it should not be part of the curriculum",Improved ethical guidelines for usage,Workshops ,It's effective 
4/8/2025 19:12:55,RU,Undergraduate (3rd Year),Humanities and Social Science,Slightly familiar,Gammerly,Rarely (Once a month or less),Research assistance,Strongly agree,Somewhat positive,Neutral,Agree,Discouraging and restrictive,"Ethical concern (e.g., plagiarism, dependency)",Sometimes,Neutral,Yes,"Yes, as an elective course",Better understanding of context and intent,,Its effective 
4/8/2025 19:23:35,RU,Undergraduate (3rd Year),Science,Slightly familiar,Chatgpt,Frequently (a few times a week),Programing and coding help,Neutral,Somewhat positive,Disagree,Disagree,Neutral,"Ethical concern (e.g., plagiarism, dependency)",Most of the time,Neutral,Yes,"Yes, as an elective course",Improved ethical guidelines for usage,Instructe,It's essential 
4/8/2025 19:25:44,RU,Undergraduate (4th Year),Humanities and Social Science,Very familiar,Gammerly,Rarely (Once a month or less),Programing and coding help,Agree,Somewhat positive,Strongly agree,Disagree,Encouraging and supportive,Limited access,Always,Agree,Yes,Not sure,"More accuracy in responses, Better understanding of context and intent, Stronger plagiarism detection, Improved ethical guidelines for usage",Funding,It's impactful
4/8/2025 19:27:29,RU,Undergraduate (4th Year),Science,Slightly familiar,Chatgpt,Rarely (Once a month or less),Programing and coding help,Agree,Highly positive,Neutral,Neutral,Encouraging and supportive,Lack of knowledge about AI tools,Most of the time,Disagree,Yes,"Yes, as an elective course","More accuracy in responses, Stronger plagiarism detection",Workshops,It's essential 
4/8/2025 19:28:06,PUST,Undergraduate (4th Year),Science,Somewhat familiar,"Chatgpt, Gemini, AI-powered search engines (e.g., perplexity AI)",Frequently (a few times a week),"Research assistance, Writing and grammar correction, Programing and coding help, Studying and exam preparation, Creating presentations and reports",Strongly agree,Somewhat positive,Agree,Agree,Not sure,"Limited access, Inaccurate or misleading information",Sometimes,Agree,Yes,"Yes, as an elective course","More accuracy in responses, Better understanding of context and intent",,
4/8/2025 19:34:03,RUET,Undergraduate (4th Year),Engineering and Technology,Somewhat familiar,"Chatgpt, Gemini, Gammerly, Turnitin, Quillbot",Frequently (a few times a week),"Research assistance, Studying and exam preparation, Creating presentations and reports",Agree,Somewhat positive,Agree,Neutral,Neutral,"Limited access, Lack of knowledge about AI tools, Ethical concern (e.g., plagiarism, dependency), Inaccurate or misleading information",Most of the time,Agree,No,Not sure,"More accuracy in responses, Better understanding of context and intent, Stronger plagiarism detection, Improved ethical guidelines for usage","Training, infrastructure development ",Students are becoming overly dependent  on AI tools
